#GEN	x_best	f(x_best)	#eval
0	[ 0.43138801 -0.02505176]	0.18672320841862283	128
1	[ 0.43138801 -0.02505176]	0.18672320841862283	256
2	[0.17747192 0.22931275]	0.08408061702280431	384
3	[0.17747192 0.22931275]	0.08408061702280431	512
4	[0.17747192 0.22931275]	0.08408061702280431	640
5	[-0.12206475 -0.07425979]	0.020414319819185553	768
6	[-0.12206475 -0.07425979]	0.020414319819185553	896
7	[-0.04831562 -0.03664336]	0.003677134747227067	1024
8	[-0.04831562 -0.03664336]	0.003677134747227067	1152
9	[-0.04831562 -0.03664336]	0.003677134747227067	1280
10	[-0.04831562 -0.03664336]	0.003677134747227067	1408
11	[ 0.0514955  -0.02282227]	0.0031726428120597964	1536
12	[-0.03079936 -0.00655184]	0.0009915269494899653	1664
13	[-0.00622455  0.00949102]	0.00012882441326823743	1792
14	[-0.00622455  0.00949102]	0.00012882441326823743	1920
15	[-0.00622455  0.00949102]	0.00012882441326823743	2048
16	[-0.00622455  0.00949102]	0.00012882441326823743	2176
17	[-0.00622455  0.00949102]	0.00012882441326823743	2304
18	[-0.00622455  0.00949102]	0.00012882441326823743	2432
19	[0.00375554 0.00711825]	6.477358475567942e-05	2560
20	[0.00375554 0.00711825]	6.477358475567942e-05	2688
21	[0.00375554 0.00711825]	6.477358475567942e-05	2816
22	[0.00375554 0.00711825]	6.477358475567942e-05	2944
23	[0.00375554 0.00711825]	6.477358475567942e-05	3072
24	[-0.00521079  0.00483403]	5.0520174850154935e-05	3200
25	[-0.00521079  0.00483403]	5.0520174850154935e-05	3328
26	[-0.00528131 -0.00330626]	3.882352681025504e-05	3456
27	[-0.00528131 -0.00330626]	3.882352681025504e-05	3584
28	[0.00309882 0.00305179]	1.8916102404780632e-05	3712
29	[0.00309882 0.00305179]	1.8916102404780632e-05	3840
30	[-0.00013654  0.00380237]	1.4476654440908886e-05	3968
31	[-0.00173825 -0.0017435 ]	6.061320743321814e-06	4096
32	[-4.35931859e-05  6.80406010e-04]	4.6485270414305566e-07	4224
33	[ 0.00021224 -0.00050688]	3.0197283961166046e-07	4352
34	[ 0.00021224 -0.00050688]	3.0197283961166046e-07	4480
35	[ 0.00021224 -0.00050688]	3.0197283961166046e-07	4608
36	[ 0.00021224 -0.00050688]	3.0197283961166046e-07	4736
37	[ 2.01738115e-04 -4.51383934e-05]	4.2735741670669954e-08	4864
38	[ 2.01738115e-04 -4.51383934e-05]	4.2735741670669954e-08	4992
39	[ 2.01738115e-04 -4.51383934e-05]	4.2735741670669954e-08	5120
40	[ 2.01738115e-04 -4.51383934e-05]	4.2735741670669954e-08	5248
41	[ 2.01738115e-04 -4.51383934e-05]	4.2735741670669954e-08	5376
42	[ 3.71471207e-05 -1.04523740e-05]	1.4891606969824787e-09	5504
43	[ 3.71471207e-05 -1.04523740e-05]	1.4891606969824787e-09	5632
44	[ 3.71471207e-05 -1.04523740e-05]	1.4891606969824787e-09	5760
45	[ 3.71471207e-05 -1.04523740e-05]	1.4891606969824787e-09	5888
46	[ 3.71471207e-05 -1.04523740e-05]	1.4891606969824787e-09	6016
47	[ 3.71471207e-05 -1.04523740e-05]	1.4891606969824787e-09	6144
48	[-3.24343807e-05 -6.13926320e-06]	1.089679602022739e-09	6272
49	[-3.24343807e-05 -6.13926320e-06]	1.089679602022739e-09	6400
50	[-3.24343807e-05 -6.13926320e-06]	1.089679602022739e-09	6528
51	[-3.24343807e-05 -6.13926320e-06]	1.089679602022739e-09	6656
52	[-3.37024074e-06  1.06616646e-05]	1.25029614220583e-10	6784
53	[-3.37024074e-06  1.06616646e-05]	1.25029614220583e-10	6912
54	[-3.37024074e-06  1.06616646e-05]	1.25029614220583e-10	7040
55	[-3.37024074e-06  1.06616646e-05]	1.25029614220583e-10	7168
56	[-1.55894688e-06 -3.29344511e-06]	1.3277096067398813e-11	7296
57	[-1.55894688e-06 -3.29344511e-06]	1.3277096067398813e-11	7424
58	[-1.55894688e-06 -3.29344511e-06]	1.3277096067398813e-11	7552
59	[-1.55894688e-06 -3.29344511e-06]	1.3277096067398813e-11	7680
60	[-1.55894688e-06 -3.29344511e-06]	1.3277096067398813e-11	7808
61	[-1.55894688e-06 -3.29344511e-06]	1.3277096067398813e-11	7936
62	[-1.69697261e-06 -2.52817709e-06]	9.271395457275225e-12	8064
63	[4.31593427e-07 1.53220170e-06]	2.5339149326932685e-12	8192
64	[4.31593427e-07 1.53220170e-06]	2.5339149326932685e-12	8320
65	[-1.27972938e-07 -2.34168499e-07]	7.121195896680737e-14	8448
66	[-1.27972938e-07 -2.34168499e-07]	7.121195896680737e-14	8576
67	[-1.27972938e-07 -2.34168499e-07]	7.121195896680737e-14	8704
68	[-1.27972938e-07 -2.34168499e-07]	7.121195896680737e-14	8832
69	[-1.27972938e-07 -2.34168499e-07]	7.121195896680737e-14	8960
70	[-1.27972938e-07 -2.34168499e-07]	7.121195896680737e-14	9088
71	[-1.27972938e-07 -2.34168499e-07]	7.121195896680737e-14	9216
72	[-1.27972938e-07 -2.34168499e-07]	7.121195896680737e-14	9344
73	[-1.71362743e-07 -3.85318192e-08]	3.0849890919633997e-14	9472
74	[-1.71362743e-07 -3.85318192e-08]	3.0849890919633997e-14	9600
75	[-1.71362743e-07 -3.85318192e-08]	3.0849890919633997e-14	9728
76	[-1.71362743e-07 -3.85318192e-08]	3.0849890919633997e-14	9856
77	[-1.71362743e-07 -3.85318192e-08]	3.0849890919633997e-14	9984
78	[-1.71362743e-07 -3.85318192e-08]	3.0849890919633997e-14	10112
79	[-1.71362743e-07 -3.85318192e-08]	3.0849890919633997e-14	10240
80	[9.43864275e-08 9.95712917e-08]	1.8823239825919807e-14	10368
81	[-5.18583653e-09  3.99814312e-08]	1.6254077414125392e-15	10496
82	[-5.18583653e-09  3.99814312e-08]	1.6254077414125392e-15	10624
83	[-5.18583653e-09  3.99814312e-08]	1.6254077414125392e-15	10752
84	[-1.89327156e-08  2.76240197e-08]	1.121534185275772e-15	10880
85	[-1.89327156e-08  2.76240197e-08]	1.121534185275772e-15	11008
86	[-1.89327156e-08  2.76240197e-08]	1.121534185275772e-15	11136
87	[-1.89327156e-08  2.76240197e-08]	1.121534185275772e-15	11264
88	[-1.89327156e-08  2.76240197e-08]	1.121534185275772e-15	11392
89	[-1.89327156e-08  2.76240197e-08]	1.121534185275772e-15	11520
90	[-1.89327156e-08  2.76240197e-08]	1.121534185275772e-15	11648
91	[ 1.20839196e-08 -5.89639548e-09]	1.807885926759685e-16	11776
92	[ 1.20839196e-08 -5.89639548e-09]	1.807885926759685e-16	11904
93	[-4.05161922e-09  3.05326744e-09]	2.573806038922867e-17	12032
94	[-4.05161922e-09  3.05326744e-09]	2.573806038922867e-17	12160
95	[-4.05161922e-09  3.05326744e-09]	2.573806038922867e-17	12288
96	[-4.05161922e-09  3.05326744e-09]	2.573806038922867e-17	12416
97	[-4.05161922e-09  3.05326744e-09]	2.573806038922867e-17	12544
98	[3.67712257e-09 4.62485252e-11]	1.3523369310755515e-17	12672
99	[3.67712257e-09 4.62485252e-11]	1.3523369310755515e-17	12800
100	[3.67712257e-09 4.62485252e-11]	1.3523369310755515e-17	12928
101	[3.67712257e-09 4.62485252e-11]	1.3523369310755515e-17	13056
102	[ 2.54171644e-09 -5.36785406e-10]	6.7484610503016414e-18	13184
103	[ 2.54171644e-09 -5.36785406e-10]	6.7484610503016414e-18	13312
104	[1.75308037e-10 9.66509665e-11]	4.0074317159492995e-20	13440
105	[1.75308037e-10 9.66509665e-11]	4.0074317159492995e-20	13568
106	[1.75308037e-10 9.66509665e-11]	4.0074317159492995e-20	13696
107	[1.75308037e-10 9.66509665e-11]	4.0074317159492995e-20	13824
108	[1.75308037e-10 9.66509665e-11]	4.0074317159492995e-20	13952
109	[-4.41527118e-11 -2.00432749e-11]	2.351194828188552e-21	14080
110	[-4.41527118e-11 -2.00432749e-11]	2.351194828188552e-21	14208
111	[-4.41527118e-11 -2.00432749e-11]	2.351194828188552e-21	14336
112	[-4.41527118e-11 -2.00432749e-11]	2.351194828188552e-21	14464
113	[-4.41527118e-11 -2.00432749e-11]	2.351194828188552e-21	14592
114	[-4.41527118e-11 -2.00432749e-11]	2.351194828188552e-21	14720
115	[-4.41527118e-11 -2.00432749e-11]	2.351194828188552e-21	14848
116	[-4.41527118e-11 -2.00432749e-11]	2.351194828188552e-21	14976
117	[-4.41527118e-11 -2.00432749e-11]	2.351194828188552e-21	15104
118	[-4.41527118e-11 -2.00432749e-11]	2.351194828188552e-21	15232
119	[-4.41527118e-11 -2.00432749e-11]	2.351194828188552e-21	15360
120	[-3.09664186e-11 -2.73172175e-11]	1.7051494514569968e-21	15488
121	[-3.09664186e-11 -2.73172175e-11]	1.7051494514569968e-21	15616
122	[-3.09664186e-11 -2.73172175e-11]	1.7051494514569968e-21	15744
123	[-3.09664186e-11 -2.73172175e-11]	1.7051494514569968e-21	15872
124	[5.4863901e-12 2.7447118e-11]	7.834447635335768e-22	16000
125	[5.4863901e-12 2.7447118e-11]	7.834447635335768e-22	16128
126	[5.4863901e-12 2.7447118e-11]	7.834447635335768e-22	16256
127	[5.4863901e-12 2.7447118e-11]	7.834447635335768e-22	16384
128	[ 4.78926404e-12 -1.00186434e-11]	1.2331026660040353e-22	16512
129	[ 4.78926404e-12 -1.00186434e-11]	1.2331026660040353e-22	16640
130	[ 4.78926404e-12 -1.00186434e-11]	1.2331026660040353e-22	16768
131	[ 4.78926404e-12 -1.00186434e-11]	1.2331026660040353e-22	16896
132	[-9.40872789e-12  4.37479358e-12]	1.0766297943285244e-22	17024
133	[-9.40872789e-12  4.37479358e-12]	1.0766297943285244e-22	17152
134	[-6.66939962e-12 -3.56056247e-12]	5.715849638893599e-23	17280
135	[ 3.86756518e-12 -2.76130063e-12]	2.258284158105741e-23	17408
136	[-3.28139486e-12 -9.88222611e-13]	1.1744136163034594e-23	17536
137	[2.52972612e-12 1.98483641e-13]	6.438909976761103e-24	17664
138	[2.52972612e-12 1.98483641e-13]	6.438909976761103e-24	17792
139	[2.52972612e-12 1.98483641e-13]	6.438909976761103e-24	17920
140	[2.52972612e-12 1.98483641e-13]	6.438909976761103e-24	18048
141	[2.52972612e-12 1.98483641e-13]	6.438909976761103e-24	18176
142	[-8.11739222e-13  3.19127065e-13]	7.607626486268189e-25	18304
143	[-8.11739222e-13  3.19127065e-13]	7.607626486268189e-25	18432
144	[ 5.27190664e-13 -4.74400498e-13]	5.029858289467305e-25	18560
145	[ 5.27190664e-13 -4.74400498e-13]	5.029858289467305e-25	18688
146	[-4.44824862e-13  3.59882441e-13]	3.2738452924348177e-25	18816
147	[-4.44824862e-13  3.59882441e-13]	3.2738452924348177e-25	18944
148	[-4.44824862e-13  3.59882441e-13]	3.2738452924348177e-25	19072
149	[-4.44824862e-13  3.59882441e-13]	3.2738452924348177e-25	19200
150	[-2.66769118e-13  4.78584990e-13]	3.0020935504627814e-25	19328
151	[-2.66769118e-13  4.78584990e-13]	3.0020935504627814e-25	19456
152	[-1.42123253e-13  1.07399889e-13]	3.1733755381066956e-26	19584
153	[-1.42123253e-13  1.07399889e-13]	3.1733755381066956e-26	19712
154	[-2.66494067e-14 -1.16264834e-13]	1.4227702407439817e-26	19840
155	[ 4.50052803e-15 -1.41188191e-14]	2.1959580396057424e-28	19968
156	[ 4.50052803e-15 -1.41188191e-14]	2.1959580396057424e-28	20096
157	[ 4.50052803e-15 -1.41188191e-14]	2.1959580396057424e-28	20224
158	[ 4.50052803e-15 -1.41188191e-14]	2.1959580396057424e-28	20352
159	[ 4.50052803e-15 -1.41188191e-14]	2.1959580396057424e-28	20480
160	[ 4.50052803e-15 -1.41188191e-14]	2.1959580396057424e-28	20608
161	[ 4.50052803e-15 -1.41188191e-14]	2.1959580396057424e-28	20736
162	[ 4.50052803e-15 -1.41188191e-14]	2.1959580396057424e-28	20864
163	[ 4.50052803e-15 -1.41188191e-14]	2.1959580396057424e-28	20992
164	[ 4.50052803e-15 -1.41188191e-14]	2.1959580396057424e-28	21120
165	[ 4.50052803e-15 -1.41188191e-14]	2.1959580396057424e-28	21248
166	[ 4.50052803e-15 -1.41188191e-14]	2.1959580396057424e-28	21376
167	[ 4.50052803e-15 -1.41188191e-14]	2.1959580396057424e-28	21504
168	[ 4.50052803e-15 -1.41188191e-14]	2.1959580396057424e-28	21632
169	[ 4.50052803e-15 -1.41188191e-14]	2.1959580396057424e-28	21760
170	[ 4.50052803e-15 -1.41188191e-14]	2.1959580396057424e-28	21888
171	[-3.41013414e-15  1.10481114e-14]	1.336897803647777e-28	22016
172	[-2.70085705e-16  8.60422088e-15]	7.410556319545763e-29	22144
173	[4.05731865e-15 3.01483723e-15]	2.555107813176476e-29	22272
174	[-2.97821935e-15 -1.33209405e-15]	1.0644265070638533e-29	22400
175	[ 2.80811016e-15 -8.52388350e-16]	8.612048573238097e-30	22528
176	[ 2.80811016e-15 -8.52388350e-16]	8.612048573238097e-30	22656
177	[ 2.80811016e-15 -8.52388350e-16]	8.612048573238097e-30	22784
