#GEN	x_best	f(x_best)	#eval
0	[2.81630369 5.12      ]	34.14596649815949	128
1	[0.0614722  0.15805297]	0.02875957233080836	256
2	[-0.16150424  0.25441368]	0.09080993985384742	384
3	[-0.01859388 -0.03794227]	0.0017853481417040508	512
4	[ 0.02442726 -0.06067845]	0.004278565522239957	640
5	[-0.01545073 -0.01454081]	0.00045016004774214375	768
6	[-0.00772452  0.07377003]	0.00550168591675805	896
7	[ 0.00115572 -0.06400863]	0.0040984409093455096	1024
8	[-0.03764735 -0.00561682]	0.0014488718908275175	1152
9	[-0.03022313 -0.0173861 ]	0.001215714226555422	1280
10	[-0.02905859  0.03036532]	0.0017664545558545932	1408
11	[0.0320886  0.03103625]	0.001992927070803289	1536
12	[ 0.01895098 -0.01455457]	0.0005709751614824132	1664
13	[ 0.03784769 -0.04395522]	0.003364508954468805	1792
14	[ 0.02213267 -0.04000974]	0.0020906345473341377	1920
15	[-0.02014465  0.04084037]	0.0020737430407087357	2048
16	[ 0.02043724 -0.01124207]	0.0005440650854992631	2176
17	[-0.01799451 -0.06470699]	0.004510797227198332	2304
18	[0.00049192 0.07233137]	0.005232068874989526	2432
19	[-0.02552395 -0.03246171]	0.0017052349197365629	2560
20	[-0.01782459  0.02642354]	0.0010159196649153933	2688
21	[0.01656345 0.01814777]	0.0006036893571725647	2816
22	[ 0.00563661 -0.00379756]	4.6192842322959525e-05	2944
23	[0.00936763 0.00091247]	8.858514472726784e-05	3072
24	[-0.00680027  0.00011708]	4.6257436348994204e-05	3200
25	[ 0.03509098 -0.01639489]	0.00150016911743565	3328
26	[0.02698571 0.0047858 ]	0.0007511326599521182	3456
27	[-0.02979535 -0.00324612]	0.0008983004759417049	3584
28	[-0.03167906 -0.03111628]	0.001971785800350937	3712
29	[0.02739849 0.00504418]	0.0007761207795126763	3840
30	[ 0.02830783 -0.00103982]	0.0008024141903056036	3968
31	[-0.01294286  0.04589635]	0.0022739924317020104	4096
32	[-0.00481957  0.00309885]	3.283111454989578e-05	4224
33	[ 0.01372822 -0.0144581 ]	0.0003975006661767694	4352
34	[-0.01419657  0.0007654 ]	0.000202128453659328	4480
35	[-0.02065875  0.00989263]	0.0005246482839760523	4608
36	[-0.03737159 -0.05840718]	0.00480803452786115	4736
37	[ 0.02135609 -0.02120346]	0.0009056692354711508	4864
38	[-0.03180461  0.01294704]	0.0011791590977032478	4992
39	[-0.00198322 -0.01414764]	0.00020408886954803286	5120
40	[-0.00924183  0.04326328]	0.0019571224489921936	5248
41	[0.02687692 0.00929114]	0.0008086939495680958	5376
42	[-0.02669222  0.01161389]	0.0008473569661063804	5504
43	[-0.01362444  0.00493776]	0.00021000697926610418	5632
44	[-0.02588664 -0.06048864]	0.004328993309344963	5760
45	[-0.0283063  -0.03605135]	0.00210094689589789	5888
46	[-0.05702278  0.01297974]	0.0034200710308600448	6016
47	[ 0.00208699 -0.00337952]	1.5776687725628818e-05	6144
48	[0.05163621 0.00653791]	0.0027090426618949105	6272
49	[-0.02510383  0.02777622]	0.0014017203227153353	6400
50	[-0.02575759  0.02865536]	0.0014845830797929947	6528
51	[0.03044238 0.02910104]	0.0017736092772942646	6656
52	[0.02917156 0.01332625]	0.0010285686752614137	6784
53	[ 0.01711458 -0.01909157]	0.0006573967718745532	6912
54	[-0.00129656  0.01897851]	0.00036186502728534223	7040
55	[0.00837711 0.00310344]	7.980727187014677e-05	7168
56	[-0.00057329  0.00278323]	8.075041972522376e-06	7296
57	[0.02278689 0.0155278 ]	0.000760355073161001	7424
58	[ 0.02154288 -0.03206883]	0.0014925054452522397	7552
59	[ 0.00834399 -0.03472569]	0.0012754956086943633	7680
60	[ 0.00470097 -0.04933828]	0.0024563645329481096	7808
61	[0.04234235 0.00817426]	0.0018596930891490466	7936
62	[-0.05064139 -0.00694847]	0.002612831777836008	8064
63	[-0.00428416  0.00393176]	3.381279193909085e-05	8192
64	[-0.00442311  0.00696708]	6.810415776269541e-05	8320
65	[0.0111887  0.00436421]	0.00014423334337844296	8448
66	[ 0.01431461 -0.02123238]	0.0006557218554846636	8576
67	[0.05065034 0.0657958 ]	0.006894544049002855	8704
68	[0.03774655 0.03610445]	0.002728333073804841	8832
69	[-9.59395771e-05 -1.57739598e-02]	0.0002488270123056041	8960
70	[0.01307817 0.04935791]	0.002607241999352987	9088
71	[-0.02361027  0.02900495]	0.0013987322169751806	9216
72	[0.065341   0.02203428]	0.004754956219963199	9344
73	[0.03013951 0.02746603]	0.0016627727880260922	9472
74	[-0.00703474 -0.00649122]	9.162355059027033e-05	9600
75	[0.00969369 0.00901545]	0.00017524601625323687	9728
76	[-0.01323793  0.02263965]	0.0006877966327996333	9856
77	[-0.04617186  0.01961705]	0.0025166688322980457	9984
78	[-0.01980954  0.01537875]	0.0006289238688882128	10112
79	[ 0.01541081 -0.00571856]	0.0002701948998137018	10240
80	[0.02210271 0.03255828]	0.0015485712669621073	10368
81	[-0.00023425 -0.0088123 ]	7.771144025247193e-05	10496
82	[-0.05740486  0.02354096]	0.0038494947778939413	10624
83	[-0.02094998 -0.03636005]	0.0017609552255782896	10752
84	[-0.01218539  0.02944291]	0.001015368774080939	10880
85	[-0.02581778 -0.00276311]	0.0006741923619625767	11008
86	[ 0.00271731 -0.00897774]	8.798363557232939e-05	11136
87	[-0.00234188 -0.00718376]	5.7090844538824945e-05	11264
88	[-0.03876268 -0.03671356]	0.002850430551681695	11392
89	[ 0.02519867 -0.01528558]	0.0008686217585968041	11520
90	[0.014671   0.00101595]	0.00021627047110352516	11648
91	[ 0.00232666 -0.01738128]	0.0003075222631245726	11776
92	[-0.00868348 -0.01566077]	0.0003206626455706816	11904
93	[ 0.00117584 -0.01429974]	0.00020586524323516005	12032
94	[-0.01836068 -0.01050775]	0.00044752754176521513	12160
95	[-0.02236583  0.03584484]	0.0017850826014574545	12288
96	[-0.02465729 -0.04972144]	0.003080203006417228	12416
97	[-0.05932067  0.03591035]	0.00480849546589107	12544
98	[-0.02112285  0.03755761]	0.0018567489358324802	12672
99	[-0.01093216 -0.01281654]	0.000283775739566523	12800
100	[ 0.02961678 -0.0222415 ]	0.0013718378127632338	12928
101	[-0.02822032 -0.0114913 ]	0.0009284367066575328	13056
102	[-0.02038361  0.01752798]	0.0007227217281348112	13184
103	[0.04108299 0.00546994]	0.001717732004163053	13312
104	[ 0.01368752 -0.01854067]	0.000531104539742204	13440
105	[-0.00100945 -0.02181552]	0.000476935792665461	13568
106	[-0.0034459   0.04776976]	0.002293824323959516	13696
107	[ 0.0207405  -0.02590493]	0.0011012337470006413	13824
108	[-0.0080497   0.00739509]	0.00011948514817553595	13952
109	[0.05011437 0.04894519]	0.0049070814707208	14080
110	[-0.00048618  0.02096297]	0.00043968247094063886	14208
111	[ 0.00627225 -0.04795553]	0.0023390741558440794	14336
112	[ 0.05012558 -0.02476905]	0.0031260792458992727	14464
113	[0.00362358 0.05675718]	0.003234508084179205	14592
114	[-0.00033108  0.05316276]	0.0028263890613251775	14720
115	[0.05561886 0.03649721]	0.004425503503851298	14848
116	[0.03048069 0.00436787]	0.0009481505626058154	14976
117	[0.00302284 0.00646201]	5.08951774105205e-05	15104
118	[-0.01551649  0.02216589]	0.0007320879809557879	15232
119	[-0.03068868 -0.00588055]	0.0009763762778813728	15360
120	[0.03264492 0.01495104]	0.0012892244561213257	15488
121	[-0.03215405  0.01137593]	0.0011632945050605893	15616
122	[0.0336626  0.01867873]	0.0014820656577131325	15744
123	[-0.01664127  0.03643027]	0.001604096581311025	15872
124	[0.08707515 0.00687985]	0.00762941347850923	16000
125	[ 0.05423628 -0.01517516]	0.0031718594729198686	16128
126	[ 0.02791932 -0.00027613]	0.0007795647115053686	16256
127	[ 0.0007109  -0.05965349]	0.0035590445659127094	16384
128	[-0.02390281  0.01276029]	0.0007341694361232978	16512
129	[ 0.0563223  -0.00509386]	0.0031981484047030216	16640
130	[0.01827513 0.02114621]	0.0007811425271610844	16768
131	[0.01113348 0.03486711]	0.0013396698413332658	16896
132	[-0.00648083 -0.02703819]	0.0007730648167633841	17024
133	[0.01815615 0.00946835]	0.0004192955325484102	17152
134	[ 0.03161473 -0.00551816]	0.001029941184726292	17280
135	[-0.01775378 -0.00163569]	0.0003178721434373115	17408
136	[ 0.06502308 -0.04268653]	0.006050140889745987	17536
137	[-0.03321738  0.02008825]	0.0015069324682726209	17664
138	[-0.01698948  0.00639261]	0.0003295077728878764	17792
139	[0.03349591 0.01487412]	0.001343215346023867	17920
140	[ 0.01816259 -0.03294011]	0.001414930394943636	18048
141	[ 0.01508301 -0.02153765]	0.0006913673236214966	18176
142	[0.01318187 0.027692  ]	0.0009406086835454044	18304
143	[-0.04398477  0.02124046]	0.0023858175099142264	18432
144	[ 0.02391884 -0.01881422]	0.0009260856868847931	18560
145	[-0.00788766 -0.01318175]	0.00023597367318665003	18688
146	[-0.0216567 -0.0280704]	0.001256959981577379	18816
147	[-0.03046723  0.01293554]	0.0010955806791868403	18944
148	[-0.02183388 -0.01854591]	0.0008206692313049008	19072
149	[0.02605818 0.00582174]	0.000712921533644482	19200
150	[0.00943584 0.00655717]	0.00013203160008602586	19328
151	[-0.02297672  0.03722986]	0.0019139917813179338	19456
152	[0.00769058 0.04852901]	0.0024142095650193417	19584
153	[0.0085886  0.01956741]	0.0004566476391246493	19712
154	[-0.00224164  0.03266915]	0.0010722979871240891	19840
155	[ 0.0229947  -0.01209472]	0.0006750383779844	19968
156	[ 0.00152621 -0.02000317]	0.0004024560435651888	20096
157	[-0.02541631  0.00394795]	0.0006615752090295769	20224
158	[ 0.08375387 -0.01279258]	0.007178361283168374	20352
159	[0.00593096 0.03190357]	0.0010530140423757324	20480
160	[ 0.02828589 -0.0075945 ]	0.0008577682489526692	20608
161	[-0.06067738  0.0421119 ]	0.005455155628330569	20736
162	[-0.01145595  0.02032558]	0.0005443678007435509	20864
163	[-0.0132559   0.01386755]	0.0003680277620637523	20992
164	[-0.02514314  0.02605628]	0.0013111072019995015	21120
165	[-0.00469118 -0.00644277]	6.351649252694723e-05	21248
166	[ 0.0040406  -0.03196523]	0.0010381025490268448	21376
167	[-0.0073196   0.00927025]	0.00013951399625284017	21504
168	[-0.0113266   0.02761537]	0.0008909002575473387	21632
169	[0.02147427 0.01352286]	0.0006440118653978775	21760
170	[0.02712027 0.01617371]	0.0009970977955365283	21888
171	[0.01524991 0.00861336]	0.00030674969894726697	22016
172	[0.01967038 0.01763992]	0.0006980905348117555	22144
173	[-0.01139148 -0.02621862]	0.0008171816952257749	22272
174	[-0.01901706 -0.04972866]	0.002834588548352123	22400
175	[-0.02464196 -0.00485304]	0.000630778198831455	22528
176	[-0.00437863  0.06590181]	0.004362220938534571	22656
177	[-0.01341566  0.03806719]	0.001629090827877998	22784
178	[-0.05854623  0.0087266 ]	0.003503815119722361	22912
179	[0.0013321  0.06075892]	0.0036934203261782188	23040
180	[0.00887502 0.00572724]	0.00011156737255749803	23168
181	[0.01224215 0.0161088 ]	0.0004093639047142084	23296
182	[0.00048764 0.00188449]	3.7890956843573584e-06	23424
183	[ 0.00524641 -0.0128164 ]	0.00019178499286610565	23552
184	[-0.01966276 -0.0189563 ]	0.0007459653346797105	23680
185	[0.00911753 0.01371154]	0.0002711358072633497	23808
186	[-0.00032538 -0.01377783]	0.00018993435197578673	23936
187	[-0.00045315 -0.00813032]	6.6307503806577e-05	24064
188	[ 0.01727351 -0.00803004]	0.000362855617305557	24192
189	[ 0.00863957 -0.00723411]	0.0001269745158417547	24320
190	[0.02060182 0.0079316 ]	0.0004873452554005704	24448
