#GEN	x_best	f(x_best)	#eval
0	[1.4923589 5.12     ]	28.44153509979038	128
1	[-0.05306611  0.3281997 ]	0.11053105577815826	256
2	[ 0.09426729 -0.11749234]	0.02269077123366755	384
3	[0.02048646 0.01214672]	0.0005672380222534133	512
4	[-0.07170887 -0.00928937]	0.005228454369777233	640
5	[-0.00916175 -0.02030352]	0.0004961708092996323	768
6	[-0.05416147  0.03759636]	0.004346951296038596	896
7	[-0.07337375  0.02759334]	0.006145100001431954	1024
8	[0.0316788 0.0134937]	0.0011856264232628713	1152
9	[0.01071364 0.01244957]	0.00026977380820279777	1280
10	[ 0.00338271 -0.02323784]	0.0005514398572449918	1408
11	[-0.05246654 -0.02153906]	0.003216668437886387	1536
12	[ 0.00417552 -0.03815372]	0.0014731416476726484	1664
13	[-0.01878181 -0.01814395]	0.0006819592747823846	1792
14	[-0.00633987 -0.02103508]	0.00048266856108703855	1920
15	[-0.01085105  0.00187854]	0.00012127413372746328	2048
16	[0.02745942 0.02614061]	0.001437351004842769	2176
17	[ 0.0475277  -0.00633106]	0.002298964570518393	2304
18	[-0.03678869  0.02517047]	0.0019869608253100463	2432
19	[ 0.00976214 -0.00293608]	0.00010392001812820076	2560
20	[ 0.02401236 -0.02659363]	0.0012838145430966973	2688
21	[0.00227588 0.01836965]	0.00034262356770502916	2816
22	[-0.01262347 -0.00834829]	0.000229046028105342	2944
23	[-0.00563363  0.04186407]	0.0017843385451560786	3072
24	[-0.00590789 -0.01254533]	0.00019228853666684555	3200
25	[0.0352617  0.02528703]	0.0018828212288806057	3328
26	[-0.01020111 -0.01104   ]	0.00022594436544025009	3456
27	[-0.01998053  0.0212472 ]	0.0008506652047266076	3584
28	[-0.01010985 -0.01190589]	0.00024395928387032473	3712
29	[-0.01772981  0.04576726]	0.0024089886303807215	3840
30	[ 0.02333631 -0.01958899]	0.0009283117368994493	3968
31	[-0.03470334 -0.02157555]	0.0016698263632621644	4096
32	[-0.00416008  0.05872755]	0.003466231603851541	4224
33	[-0.03418886  0.02596884]	0.0018432585595193171	4352
34	[-0.04435397 -0.01808989]	0.002294518825350751	4480
35	[-0.00275441 -0.00365962]	2.0979604294706604e-05	4608
36	[0.02168315 0.04655533]	0.002637557452890278	4736
37	[-0.00846812  0.01161134]	0.0002065323729069113	4864
38	[-0.00993342 -0.04423274]	0.0020552081716751747	4992
39	[-0.0092693  -0.02410722]	0.0006670781083061813	5120
40	[0.00847281 0.02463852]	0.0006788454127220221	5248
41	[-0.00458957  0.0038856 ]	3.616205882843812e-05	5376
42	[ 0.02054487 -0.02658221]	0.0011287055729285855	5504
43	[ 0.02142962 -0.02253237]	0.0009669362375333329	5632
44	[ 0.0881776  -0.01871124]	0.008125399096147519	5760
45	[ 0.05450045 -0.01334951]	0.003148508409227188	5888
46	[0.00143619 0.01285231]	0.00016724455765792826	6016
47	[-0.02391153 -0.00695348]	0.0006201121623905714	6144
48	[0.00444787 0.02297178]	0.000547486326522942	6272
49	[ 0.03460632 -0.03427118]	0.002372111044703751	6400
50	[0.03412023 0.00604239]	0.0012007005606403994	6528
51	[-0.02536145  0.04677062]	0.0028306943601844343	6656
52	[ 0.07058319 -0.03952216]	0.006543987273881239	6784
53	[-0.05410877 -0.01622101]	0.00319087980735346	6912
54	[-0.01464601  0.00232839]	0.00021992706106447194	7040
55	[-0.03724947  0.01286249]	0.0015529663709992457	7168
56	[ 0.00076692 -0.01960086]	0.00038478169735960144	7296
57	[0.03015228 0.01164242]	0.0010447060424105157	7424
58	[-0.02962896 -0.06482981]	0.005080778973376258	7552
59	[-0.04035813 -0.06435417]	0.005770237711342043	7680
60	[0.05140467 0.0244644 ]	0.0032409471796238454	7808
61	[ 0.04788291 -0.00895071]	0.0023728885898351496	7936
62	[0.0443112  0.00042227]	0.001963660595000954	8064
63	[-0.00311489 -0.03179608]	0.001020693436568002	8192
64	[0.04010512 0.00223562]	0.0016134190197558546	8320
65	[ 0.05273366 -0.00981503]	0.002877173643513558	8448
66	[0.0210017  0.03923914]	0.001980781343880329	8576
67	[-0.04060741  0.00259224]	0.001655681406590281	8704
68	[ 0.01031718 -0.03537386]	0.0013577543904461553	8832
69	[-0.05174093 -0.0187233 ]	0.003027685745453957	8960
70	[0.02343214 0.03473908]	0.0017558689422903033	9088
71	[-0.01174593 -0.00750336]	0.00019426735633502385	9216
72	[ 0.00239185 -0.03140526]	0.0009920112406472336	9344
73	[-0.02025733 -0.00481678]	0.000433560868577866	9472
74	[ 0.00088701 -0.00688989]	4.82573303277862e-05	9600
75	[0.01499525 0.02626374]	0.0009146414614981029	9728
76	[-0.02056538 -0.04813019]	0.0027394504047561275	9856
77	[-0.00284772 -0.01841136]	0.00034708777340519676	9984
78	[-0.06348986  0.02704079]	0.004762166899218458	10112
79	[-0.00199673  0.00434189]	2.2838926658260322e-05	10240
80	[ 0.01010537 -0.00554633]	0.00013288019615087312	10368
81	[0.03439161 0.01367453]	0.0013697757803272682	10496
82	[0.01480457 0.01089086]	0.0003377862827966276	10624
83	[ 0.04206784 -0.04457025]	0.0037562102530400293	10752
84	[-0.03207287  0.02080644]	0.0014615769698106773	10880
85	[-0.01236005 -0.0260051 ]	0.0008290358952433748	11008
86	[-0.0670213 -0.0024886]	0.004498047147810691	11136
87	[ 0.02510997 -0.02082365]	0.0010641349801147717	11264
88	[0.05316315 0.03191157]	0.0038446680117658807	11392
89	[-0.00728369  0.0504887 ]	0.0026021609107844323	11520
90	[-0.01025998  0.01712266]	0.00039845275341068766	11648
91	[0.0264508  0.02575467]	0.001362947681030518	11776
92	[ 0.02033482 -0.01751431]	0.0007202558086400865	11904
93	[-0.04324775 -0.00218534]	0.0018751437677624607	12032
94	[ 0.0340787  -0.02957177]	0.0020358468272401718	12160
95	[-0.01604194  0.01919244]	0.0006256937977639207	12288
96	[-0.02444451  0.04199799]	0.0023613650569531183	12416
97	[0.05068626 0.07136564]	0.007662151553496546	12544
98	[-0.0167678   0.01107425]	0.0004037979527260115	12672
99	[0.02959378 0.00866806]	0.0009509271013424683	12800
