#GEN	x_best	f(x_best)	#eval
0	[1.26453312 3.17233115]	11.662728917540914	1024
1	[0.1015951  0.15227959]	0.0335106398831745	2048
2	[0.04094508 0.03637419]	0.0029995819508513172	3072
3	[-0.0017648  -0.01027703]	0.0001087319374108153	4096
4	[ 0.00370151 -0.01591824]	0.0002670916775861642	5120
5	[-0.00314317 -0.00125719]	1.1460017273135877e-05	6144
6	[0.0068073  0.00575781]	7.949180364328354e-05	7168
7	[ 0.01185501 -0.01393957]	0.0003348529060463301	8192
8	[0.00022212 0.02110434]	0.00044544265633884454	9216
9	[ 0.00854584 -0.00649748]	0.00011524869023818256	10240
10	[-0.00671744 -0.00839542]	0.00011560712582289094	11264
11	[-0.0204446  -0.01351811]	0.0006007208710910677	12288
12	[ 0.01689615 -0.00317981]	0.0002955910332425838	13312
13	[0.01474957 0.01112213]	0.00034125152827750127	14336
14	[-0.02169157  0.0026195 ]	0.00047738605662322136	15360
15	[-0.00530522  0.00354058]	4.0681135967575685e-05	16384
16	[ 0.00504324 -0.01001927]	0.00012581999151430458	17408
17	[0.00062116 0.0085767 ]	7.394556555955155e-05	18432
18	[0.00046409 0.01476979]	0.00021836202282855547	19456
19	[-0.0050714   0.01483134]	0.00024568788615738816	20480
20	[0.00054418 0.03150124]	0.0009926243842927885	21504
21	[-0.01720174  0.0054079 ]	0.00032514530280490815	22528
22	[-0.01419613  0.00303391]	0.0002107347377854606	23552
23	[-0.01816975  0.00370366]	0.0003438569162284353	24576
24	[-0.01664344 -0.00638404]	0.0003177601186961822	25600
25	[-0.00772147  0.00568576]	9.194902195962436e-05	26624
26	[-0.00247182  0.00696642]	5.4640869829961766e-05	27648
27	[ 0.00122543 -0.00816648]	6.819309798776692e-05	28672
28	[ 0.01332957 -0.00869828]	0.00025333763830666356	29696
29	[-0.01948009 -0.00052847]	0.0003797530116937394	30720
30	[0.00739673 0.00049462]	5.495633076510428e-05	31744
31	[-0.01939577  0.00485316]	0.0003997491002048703	32768
32	[-0.00551243  0.00250828]	3.667833384327702e-05	33792
33	[-0.00457766 -0.01099966]	0.0001419473824129645	34816
34	[-0.00661581  0.00842676]	0.00011477923532299004	35840
35	[-0.01475951  0.00472669]	0.0002401848637014439	36864
36	[-0.01015082 -0.00397702]	0.00011885571669869132	37888
37	[ 0.00048158 -0.01081227]	0.00011713718971248007	38912
38	[ 0.00474757 -0.00070778]	2.3040404858833246e-05	39936
39	[ 0.010119   -0.00011932]	0.00010240833240487946	40960
40	[-0.00609148 -0.01407788]	0.000235292926389057	41984
41	[-0.00626787  0.00139147]	4.1222372864589837e-05	43008
42	[-0.01189775  0.00097546]	0.00014250806050166985	44032
43	[0.01921224 0.01459913]	0.0005822445867126696	45056
44	[-0.0072911   0.00623748]	9.206637158202278e-05	46080
45	[-0.0073048   0.01582503]	0.00030379164037164604	47104
46	[-0.01610615 -0.00327281]	0.00027011925380992846	48128
47	[0.01346191 0.01146562]	0.00031268349307239836	49152
48	[ 0.00010114 -0.00733437]	5.380325138971614e-05	50176
49	[-0.00355587 -0.01070652]	0.00012727379347293353	51200
50	[ 0.01414473 -0.0122313 ]	0.00034967801781260834	52224
51	[ 0.00355286 -0.00044161]	1.2817848295298593e-05	53248
52	[-0.02043091  0.00484503]	0.0004408962570133911	54272
53	[0.00498684 0.02781928]	0.0007987811488625198	55296
54	[-0.00814189  0.00312782]	7.607353004569943e-05	56320
55	[0.00877933 0.00377147]	9.130068648242003e-05	57344
56	[ 0.00310957 -0.01931294]	0.0003826589478190302	58368
57	[-0.00139255  0.0244699 ]	0.0006007150354672966	59392
58	[0.00252235 0.00186415]	9.83731396217102e-06	60416
59	[ 0.00608623 -0.00769322]	9.622771650432869e-05	61440
60	[-0.01358661 -0.00101928]	0.00018563493396134707	62464
61	[-0.02247512  0.01261156]	0.0006641823789424465	63488
62	[ 0.00797426 -0.01115906]	0.00018811345155375094	64512
