#GEN	x_best	f(x_best)	#eval
0	[-0.25179988  0.42659935]	0.2453901845836613	128
1	[ 0.04561737 -0.05120713]	0.004703114908766249	256
2	[ 0.04561737 -0.05120713]	0.004703114908766249	384
3	[ 0.04561737 -0.05120713]	0.004703114908766249	512
4	[ 0.04561737 -0.05120713]	0.004703114908766249	640
5	[ 0.04561737 -0.05120713]	0.004703114908766249	768
6	[ 0.04561737 -0.05120713]	0.004703114908766249	896
7	[0.04709455 0.02744361]	0.002971047966319646	1024
8	[0.04709455 0.02744361]	0.002971047966319646	1152
9	[0.04709455 0.02744361]	0.002971047966319646	1280
10	[0.04709455 0.02744361]	0.002971047966319646	1408
11	[0.04709455 0.02744361]	0.002971047966319646	1536
12	[0.04709455 0.02744361]	0.002971047966319646	1664
13	[ 0.0031609  -0.04174815]	0.0017528992734220543	1792
14	[ 0.0031609  -0.04174815]	0.0017528992734220543	1920
15	[ 0.0031609  -0.04174815]	0.0017528992734220543	2048
16	[-0.00513378 -0.03433964]	0.001205566478958512	2176
17	[-1.78370301e-02 -7.25226011e-05]	0.00031816490254907255	2304
18	[-1.78370301e-02 -7.25226011e-05]	0.00031816490254907255	2432
19	[-0.00673131 -0.01593402]	0.0002992037131808274	2560
20	[-0.00211042  0.00351536]	1.6811623129045534e-05	2688
21	[-0.00211042  0.00351536]	1.6811623129045534e-05	2816
22	[-0.00211042  0.00351536]	1.6811623129045534e-05	2944
23	[-0.00211042  0.00351536]	1.6811623129045534e-05	3072
24	[-0.00211042  0.00351536]	1.6811623129045534e-05	3200
25	[-0.00211042  0.00351536]	1.6811623129045534e-05	3328
26	[-0.00211042  0.00351536]	1.6811623129045534e-05	3456
27	[3.99511017e-05 2.39257312e-03]	5.726002218118335e-06	3584
28	[3.99511017e-05 2.39257312e-03]	5.726002218118335e-06	3712
29	[ 0.00128184 -0.00197021]	5.524851189631466e-06	3840
30	[ 0.00137624 -0.00086426]	2.640995371585147e-06	3968
31	[ 0.00047664 -0.00030864]	3.2244626585353576e-07	4096
32	[ 0.00047664 -0.00030864]	3.2244626585353576e-07	4224
33	[ 0.00047664 -0.00030864]	3.2244626585353576e-07	4352
34	[ 0.00047664 -0.00030864]	3.2244626585353576e-07	4480
35	[ 1.36854511e-05 -4.83005327e-04]	2.3348143770838482e-07	4608
36	[ 1.36854511e-05 -4.83005327e-04]	2.3348143770838482e-07	4736
37	[ 1.36854511e-05 -4.83005327e-04]	2.3348143770838482e-07	4864
38	[-0.00024373 -0.00027415]	1.34562395338522e-07	4992
39	[ 0.00020692 -0.00020206]	8.3644127708605e-08	5120
40	[ 0.00020692 -0.00020206]	8.3644127708605e-08	5248
41	[-4.14393898e-05  1.19063809e-05]	1.8589849330273482e-09	5376
42	[-4.14393898e-05  1.19063809e-05]	1.8589849330273482e-09	5504
43	[-4.14393898e-05  1.19063809e-05]	1.8589849330273482e-09	5632
44	[-4.14393898e-05  1.19063809e-05]	1.8589849330273482e-09	5760
45	[-4.14393898e-05  1.19063809e-05]	1.8589849330273482e-09	5888
46	[-4.14393898e-05  1.19063809e-05]	1.8589849330273482e-09	6016
47	[-4.14393898e-05  1.19063809e-05]	1.8589849330273482e-09	6144
48	[-4.14393898e-05  1.19063809e-05]	1.8589849330273482e-09	6272
49	[-4.14393898e-05  1.19063809e-05]	1.8589849330273482e-09	6400
50	[-4.14393898e-05  1.19063809e-05]	1.8589849330273482e-09	6528
51	[-4.14393898e-05  1.19063809e-05]	1.8589849330273482e-09	6656
52	[-4.05963159e-05  8.12539031e-06]	1.7140828296550313e-09	6784
53	[ 1.03462859e-05 -2.90042499e-07]	1.0712975652778833e-10	6912
54	[ 1.03462859e-05 -2.90042499e-07]	1.0712975652778833e-10	7040
55	[ 1.03462859e-05 -2.90042499e-07]	1.0712975652778833e-10	7168
56	[6.79081985e-06 5.47750953e-06]	7.61183449050792e-11	7296
57	[6.79081985e-06 5.47750953e-06]	7.61183449050792e-11	7424
58	[1.66219610e-06 3.94542175e-06]	1.8329248658899155e-11	7552
59	[1.66219610e-06 3.94542175e-06]	1.8329248658899155e-11	7680
60	[1.66219610e-06 3.94542175e-06]	1.8329248658899155e-11	7808
61	[1.66219610e-06 3.94542175e-06]	1.8329248658899155e-11	7936
62	[1.66219610e-06 3.94542175e-06]	1.8329248658899155e-11	8064
63	[ 1.86974239e-06 -1.18800882e-06]	4.907301567338399e-12	8192
64	[ 1.86974239e-06 -1.18800882e-06]	4.907301567338399e-12	8320
65	[ 1.09725624e-06 -5.05409138e-07]	1.459409646874769e-12	8448
66	[ 1.09725624e-06 -5.05409138e-07]	1.459409646874769e-12	8576
67	[ 1.09725624e-06 -5.05409138e-07]	1.459409646874769e-12	8704
68	[ 1.09725624e-06 -5.05409138e-07]	1.459409646874769e-12	8832
69	[ 1.09725624e-06 -5.05409138e-07]	1.459409646874769e-12	8960
70	[-5.48796874e-07  4.56186260e-07]	5.092839131645274e-13	9088
71	[-5.48796874e-07  4.56186260e-07]	5.092839131645274e-13	9216
