#GEN	x_best	f(x_best)	#eval
0	[ 0.37428484 -0.29322667]	0.2260710268249928	128
1	[ 0.37428484 -0.29322667]	0.2260710268249928	256
2	[ 0.37428484 -0.29322667]	0.2260710268249928	384
3	[-0.10634812  0.01656824]	0.01158442900003282	512
4	[-0.10634812  0.01656824]	0.01158442900003282	640
5	[-0.10634812  0.01656824]	0.01158442900003282	768
6	[-0.10634812  0.01656824]	0.01158442900003282	896
7	[-0.10634812  0.01656824]	0.01158442900003282	1024
8	[-0.10634812  0.01656824]	0.01158442900003282	1152
9	[-0.0542447  -0.04705145]	0.005156325911644345	1280
10	[-0.0542447  -0.04705145]	0.005156325911644345	1408
11	[-0.0542447  -0.04705145]	0.005156325911644345	1536
12	[0.0249616  0.04606787]	0.0027453302669832626	1664
13	[0.0249616  0.04606787]	0.0027453302669832626	1792
14	[-0.00766415 -0.01134283]	0.00018739887930621275	1920
15	[-0.00766415 -0.01134283]	0.00018739887930621275	2048
16	[-0.00766415 -0.01134283]	0.00018739887930621275	2176
17	[-0.00766415 -0.01134283]	0.00018739887930621275	2304
18	[-0.00766415 -0.01134283]	0.00018739887930621275	2432
19	[-0.00766415 -0.01134283]	0.00018739887930621275	2560
20	[-0.0011897  -0.00371066]	1.5184412286831186e-05	2688
21	[-0.0011897  -0.00371066]	1.5184412286831186e-05	2816
22	[-0.0011897  -0.00371066]	1.5184412286831186e-05	2944
23	[-0.00156582 -0.00232837]	7.873069065247757e-06	3072
24	[-0.00156582 -0.00232837]	7.873069065247757e-06	3200
25	[-0.00156582 -0.00232837]	7.873069065247757e-06	3328
26	[-0.00166373  0.00116333]	4.121346177639368e-06	3456
27	[-0.00015896  0.00029535]	1.1250070067314872e-07	3584
28	[-0.00015896  0.00029535]	1.1250070067314872e-07	3712
29	[-0.00015896  0.00029535]	1.1250070067314872e-07	3840
30	[-0.00015896  0.00029535]	1.1250070067314872e-07	3968
31	[-0.00015896  0.00029535]	1.1250070067314872e-07	4096
32	[-0.00015896  0.00029535]	1.1250070067314872e-07	4224
33	[-0.00015896  0.00029535]	1.1250070067314872e-07	4352
34	[-0.00015896  0.00029535]	1.1250070067314872e-07	4480
35	[-0.00015896  0.00029535]	1.1250070067314872e-07	4608
36	[-0.00015896  0.00029535]	1.1250070067314872e-07	4736
37	[-0.00015896  0.00029535]	1.1250070067314872e-07	4864
38	[6.61222414e-06 1.04760843e-04]	1.1018555791469983e-08	4992
39	[6.61222414e-06 1.04760843e-04]	1.1018555791469983e-08	5120
40	[6.61222414e-06 1.04760843e-04]	1.1018555791469983e-08	5248
41	[6.61222414e-06 1.04760843e-04]	1.1018555791469983e-08	5376
42	[6.61222414e-06 1.04760843e-04]	1.1018555791469983e-08	5504
43	[6.61222414e-06 1.04760843e-04]	1.1018555791469983e-08	5632
44	[6.61222414e-06 1.04760843e-04]	1.1018555791469983e-08	5760
45	[5.10355507e-05 7.75092686e-05]	8.612314151003808e-09	5888
46	[5.10355507e-05 7.75092686e-05]	8.612314151003808e-09	6016
47	[ 5.10355507e-05 -7.12445868e-05]	7.680418588837824e-09	6144
48	[2.65603244e-05 4.21256709e-05]	2.4800229761657514e-09	6272
49	[2.65603244e-05 4.21256709e-05]	2.4800229761657514e-09	6400
50	[4.20028595e-05 6.97030777e-06]	1.8128253977484646e-09	6528
51	[4.20028595e-05 6.97030777e-06]	1.8128253977484646e-09	6656
52	[4.20028595e-05 6.97030777e-06]	1.8128253977484646e-09	6784
53	[4.20028595e-05 6.97030777e-06]	1.8128253977484646e-09	6912
54	[4.20028595e-05 6.97030777e-06]	1.8128253977484646e-09	7040
55	[2.65603244e-05 2.47161044e-05]	1.3163366486381815e-09	7168
56	[-1.83731685e-05  6.70726249e-06]	3.825606901912766e-10	7296
57	[-1.83731685e-05  6.70726249e-06]	3.825606901912766e-10	7424
58	[ 3.10912989e-06 -2.35851621e-06]	1.522928737388572e-11	7552
59	[ 3.10912989e-06 -2.35851621e-06]	1.522928737388572e-11	7680
60	[ 3.10912989e-06 -2.35851621e-06]	1.522928737388572e-11	7808
