#GEN	x_best	f(x_best)	#eval
0	[0.2267854  0.54763299]	0.35133351125199114	128
1	[0.2267854  0.54763299]	0.35133351125199114	256
2	[ 0.15675743 -0.26915998]	0.0970199889568857	384
3	[0.02935249 0.04544813]	0.002927100800484622	512
4	[0.02935249 0.04544813]	0.002927100800484622	640
5	[0.02935249 0.04544813]	0.002927100800484622	768
6	[0.02935249 0.04544813]	0.002927100800484622	896
7	[0.02935249 0.04544813]	0.002927100800484622	1024
8	[0.02935249 0.04544813]	0.002927100800484622	1152
9	[0.02935249 0.04544813]	0.002927100800484622	1280
10	[0.02935249 0.04544813]	0.002927100800484622	1408
11	[0.02935249 0.04544813]	0.002927100800484622	1536
12	[0.02935249 0.04544813]	0.002927100800484622	1664
13	[0.02935249 0.04544813]	0.002927100800484622	1792
14	[0.0324195  0.03373687]	0.0021892008912330826	1920
15	[0.0324195  0.03373687]	0.0021892008912330826	2048
16	[0.0324195  0.01531861]	0.001285684091048478	2176
17	[-0.01996792  0.0124223 ]	0.0005530313157518787	2304
18	[-0.01996792  0.0124223 ]	0.0005530313157518787	2432
19	[ 0.0025797  -0.01137795]	0.0001361126423212691	2560
20	[ 0.0025797  -0.01137795]	0.0001361126423212691	2688
21	[ 0.0025797  -0.01137795]	0.0001361126423212691	2816
22	[-0.00768758  0.00264379]	6.608846435014367e-05	2944
23	[-0.00768758  0.00264379]	6.608846435014367e-05	3072
24	[-0.00768758  0.00264379]	6.608846435014367e-05	3200
25	[-0.00768758  0.00264379]	6.608846435014367e-05	3328
26	[-0.00768758  0.00264379]	6.608846435014367e-05	3456
27	[0.00488942 0.00618393]	6.214734871946165e-05	3584
28	[-0.00612005 -0.00380337]	5.1920713666633654e-05	3712
29	[-0.00612005 -0.00380337]	5.1920713666633654e-05	3840
30	[0.00079515 0.00428654]	1.900666200174358e-05	3968
31	[-0.00148062  0.00175333]	5.266408660940268e-06	4096
32	[0.0001562  0.00062521]	4.1528607372430375e-07	4224
33	[0.0001562  0.00062521]	4.1528607372430375e-07	4352
34	[0.0001562  0.00062521]	4.1528607372430375e-07	4480
35	[0.0001562  0.00062521]	4.1528607372430375e-07	4608
36	[0.0001562  0.00062521]	4.1528607372430375e-07	4736
37	[0.0001562  0.00062521]	4.1528607372430375e-07	4864
38	[ 3.32416642e-05 -1.68097246e-04]	2.936169229648157e-08	4992
39	[ 3.32416642e-05 -1.68097246e-04]	2.936169229648157e-08	5120
40	[ 3.32416642e-05 -1.68097246e-04]	2.936169229648157e-08	5248
41	[ 3.32416642e-05 -1.68097246e-04]	2.936169229648157e-08	5376
